G,G,F,F,F,UTIL
Haley Jones(40009919),Jackie Young(40009871),Kalani Brown(40010041),Maddy Westbeld(40010003),Satou Sabally(40009885),A'ja Wilson(40009859)
Kahleah Copper(40009895),Veronica Burton(40009881),Kalani Brown(40010041),Kamilla Cardoso(40009877),Natasha Mack(40009937),Jackie Young(40009871)
Kiana Williams(40010049),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Natasha Mack(40009937),Azurá Stevens(40009893)
Kahleah Copper(40009895),Veronica Burton(40009881),Breanna Stewart(40009869),Kalani Brown(40010041),Natasha Mack(40009937),Chelsea Gray(40009883)
Sami Whitcomb(40009959),Veronica Burton(40009881),Maria Kliundikova(40009991),A'ja Wilson(40009859),Dearica Hamby(40009873),Rae Burrell(40009969)
Sami Whitcomb(40009959),Jewell Loyd(40009941),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Azurá Stevens(40009893)
Kahleah Copper(40009895),Veronica Burton(40009881),Jessica Shepard(40009915),Kalani Brown(40010041),Myisha Hines Allen(40009901),Dearica Hamby(40009873)
Kahleah Copper(40009895),Marine Johannes(40009987),Alyssa Thomas(40009861),Jessica Shepard(40009915),Kamilla Cardoso(40009877),NaLyssa Smith(40009965)
Haley Jones(40009919),Kahleah Copper(40009895),Myisha Hines Allen(40009901),Satou Sabally(40009885),Dearica Hamby(40009873),Rebecca Allen(40009989)
Kahleah Copper(40009895),Kia Nurse(40009975),Jonquel Jones(40009899),Maddy Westbeld(40010003),Satou Sabally(40009885),A'ja Wilson(40009859)
Sami Whitcomb(40009959),Jewell Loyd(40009941),Jonquel Jones(40009899),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),Dearica Hamby(40009873)
Sami Whitcomb(40009959),Veronica Burton(40009881),Kamilla Cardoso(40009877),Monique Billings(40009973),Myisha Hines Allen(40009901),Jackie Young(40009871)
Haley Jones(40009919),Kia Nurse(40009975),Kalani Brown(40010041),Satou Sabally(40009885),A'ja Wilson(40009859),Veronica Burton(40009881)
Haley Jones(40009919),Kia Nurse(40009975),Jessica Shepard(40009915),Monique Billings(40009973),A'ja Wilson(40009859),Veronica Burton(40009881)
Kahleah Copper(40009895),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Natasha Mack(40009937)
Kahleah Copper(40009895),Paige Bueckers(40009875),Jessica Shepard(40009915),Jonquel Jones(40009899),Myisha Hines Allen(40009901),Sami Whitcomb(40009959)
Kahleah Copper(40009895),Veronica Burton(40009881),Kamilla Cardoso(40009877),Satou Sabally(40009885),NaLyssa Smith(40009965),Dana Evans(40009955)
Kia Nurse(40009975),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Satou Sabally(40009885),Jewell Loyd(40009941)
Sami Whitcomb(40009959),Jackie Young(40009871),Maddy Westbeld(40010003),Michaela Onyenwere(40009979),A'ja Wilson(40009859),Dearica Hamby(40009873)
Veronica Burton(40009881),Jackie Young(40009871),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Monique Billings(40009973),Temi Fagbenle(40009945)
Haley Jones(40009919),Kia Nurse(40009975),Breanna Stewart(40009869),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Natisha Hiedeman(40009925)
Kahleah Copper(40009895),Rachel Banham(40009947),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Natasha Mack(40009937),Veronica Burton(40009881)
Haley Jones(40009919),Kia Nurse(40009975),Alyssa Thomas(40009861),Breanna Stewart(40009869),Maddy Westbeld(40010003),Satou Sabally(40009885)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Kalani Brown(40010041),Kamilla Cardoso(40009877),Dearica Hamby(40009873)
Paige Bueckers(40009875),Jewell Loyd(40009941),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Dearica Hamby(40009873)
Haley Jones(40009919),Veronica Burton(40009881),Jessica Shepard(40009915),Kalani Brown(40010041),Kamilla Cardoso(40009877),Dearica Hamby(40009873)
Kaila Charles(40009935),Veronica Burton(40009881),Alyssa Thomas(40009861),Kalani Brown(40010041),Kamilla Cardoso(40009877),Jewell Loyd(40009941)
Kaila Charles(40009935),Veronica Burton(40009881),Kalani Brown(40010041),Satou Sabally(40009885),Azurá Stevens(40009893),Jackie Young(40009871)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Natasha Mack(40009937),Azurá Stevens(40009893),Veronica Burton(40009881)
Paige Bueckers(40009875),Veronica Burton(40009881),Alyssa Thomas(40009861),Jessica Shepard(40009915),Maddy Westbeld(40010003),Michaela Onyenwere(40009979)
Sami Whitcomb(40009959),Veronica Burton(40009881),Maddy Westbeld(40010003),A'ja Wilson(40009859),Dearica Hamby(40009873),Rae Burrell(40009969)
Kahleah Copper(40009895),Kaila Charles(40009935),Breanna Stewart(40009869),Michaela Onyenwere(40009979),Azurá Stevens(40009893),Veronica Burton(40009881)
Kahleah Copper(40009895),Rebecca Allen(40009989),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Satou Sabally(40009885)
Grace Berger(40009943),Veronica Burton(40009881),Breanna Stewart(40009869),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Jackie Young(40009871)
Kaila Charles(40009935),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Natasha Mack(40009937),Dana Evans(40009955)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Jessica Shepard(40009915),Satou Sabally(40009885),Veronica Burton(40009881)
Veronica Burton(40009881),Jewell Loyd(40009941),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Natasha Mack(40009937),A'ja Wilson(40009859)
Kahleah Copper(40009895),Veronica Burton(40009881),Jonquel Jones(40009899),Kalani Brown(40010041),Myisha Hines Allen(40009901),Dearica Hamby(40009873)
Sami Whitcomb(40009959),Veronica Burton(40009881),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),NaLyssa Smith(40009965),Chelsea Gray(40009883)
Haley Jones(40009919),Veronica Burton(40009881),Kalani Brown(40010041),Maddy Westbeld(40010003),A'ja Wilson(40009859),Dearica Hamby(40009873)
Haley Jones(40009919),Kahleah Copper(40009895),Monique Billings(40009973),Myisha Hines Allen(40009901),Satou Sabally(40009885),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Breanna Stewart(40009869),Satou Sabally(40009885),Temi Fagbenle(40009945),Veronica Burton(40009881)
Kahleah Copper(40009895),Veronica Burton(40009881),Janelle Salaun(40009905),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Maddy Westbeld(40010003)
Kia Nurse(40009975),Dana Evans(40009955),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Jackie Young(40009871)
Haley Jones(40009919),Kahleah Copper(40009895),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),Azurá Stevens(40009893)
Natisha Hiedeman(40009925),Rachel Banham(40009947),Breanna Stewart(40009869),Maria Kliundikova(40009991),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Kalani Brown(40010041),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kaila Charles(40009935),Kia Nurse(40009975),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),A'ja Wilson(40009859),Veronica Burton(40009881)
Haley Jones(40009919),Kahleah Copper(40009895),Kamilla Cardoso(40009877),Monique Billings(40009973),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Emma Meesseman(40009909),Michaela Onyenwere(40009979),Satou Sabally(40009885),Dearica Hamby(40009873)
Haley Jones(40009919),Kahleah Copper(40009895),Maddy Westbeld(40010003),Azurá Stevens(40009893),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Satou Sabally(40009885),Dearica Hamby(40009873),Rachel Banham(40009947)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Grace Berger(40009943),Veronica Burton(40009881),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),A'ja Wilson(40009859),Rae Burrell(40009969)
Kahleah Copper(40009895),Veronica Burton(40009881),Kathryn Westbeld(40010007),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),A'ja Wilson(40009859)
Kahleah Copper(40009895),Rebecca Allen(40009989),Kamilla Cardoso(40009877),Dearica Hamby(40009873),NaLyssa Smith(40009965),Veronica Burton(40009881)
Kaila Charles(40009935),Veronica Burton(40009881),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Cheyenne Parker Tyus(40010055),Dearica Hamby(40009873)
Kahleah Copper(40009895),Veronica Burton(40009881),Jessica Shepard(40009915),Myisha Hines Allen(40009901),Satou Sabally(40009885),NaLyssa Smith(40009965)
Kia Nurse(40009975),Veronica Burton(40009881),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),NaLyssa Smith(40009965),Jewell Loyd(40009941)
Paige Bueckers(40009875),Sami Whitcomb(40009959),Myisha Hines Allen(40009901),Satou Sabally(40009885),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Veronica Burton(40009881),Rae Burrell(40009969),Alyssa Thomas(40009861),Kalani Brown(40010041),Satou Sabally(40009885),Azurá Stevens(40009893)
Kahleah Copper(40009895),Veronica Burton(40009881),Janelle Salaun(40009905),Natasha Mack(40009937),NaLyssa Smith(40009965),Jackie Young(40009871)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Kalani Brown(40010041),Satou Sabally(40009885),A'ja Wilson(40009859),Jewell Loyd(40009941)
Paige Bueckers(40009875),Dana Evans(40009955),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Jackie Young(40009871)
Natisha Hiedeman(40009925),Jewell Loyd(40009941),Alyssa Thomas(40009861),Kalani Brown(40010041),Michaela Onyenwere(40009979),A'ja Wilson(40009859)
Haley Jones(40009919),Kia Nurse(40009975),Janelle Salaun(40009905),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Marine Johannes(40009987),Maddy Westbeld(40010003),A'ja Wilson(40009859),Azurá Stevens(40009893),Veronica Burton(40009881)
Kahleah Copper(40009895),Kaila Charles(40009935),Jonquel Jones(40009899),Maddy Westbeld(40010003),A'ja Wilson(40009859),Natisha Hiedeman(40009925)
Kahleah Copper(40009895),Kia Nurse(40009975),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Dearica Hamby(40009873),Jewell Loyd(40009941)
Haley Jones(40009919),Kahleah Copper(40009895),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Monique Billings(40009973),Paige Bueckers(40009875)
Kahleah Copper(40009895),Sami Whitcomb(40009959),Jonquel Jones(40009899),Natasha Mack(40009937),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),NaLyssa Smith(40009965),Natisha Hiedeman(40009925)
Veronica Burton(40009881),Dana Evans(40009955),Maddy Westbeld(40010003),Michaela Onyenwere(40009979),A'ja Wilson(40009859),Dearica Hamby(40009873)
Haley Jones(40009919),Kia Nurse(40009975),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Natasha Mack(40009937),Dearica Hamby(40009873)
Kia Nurse(40009975),Veronica Burton(40009881),Breanna Stewart(40009869),Michaela Onyenwere(40009979),A'ja Wilson(40009859),Rae Burrell(40009969)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Monique Billings(40009973),Dearica Hamby(40009873),Paige Bueckers(40009875)
Kaila Charles(40009935),Paige Bueckers(40009875),Jessica Shepard(40009915),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Dana Evans(40009955)
Kiana Williams(40010049),Veronica Burton(40009881),Alyssa Thomas(40009861),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),NaLyssa Smith(40009965)
Kaila Charles(40009935),Paige Bueckers(40009875),Breanna Stewart(40009869),Janelle Salaun(40009905),Maddy Westbeld(40010003),Veronica Burton(40009881)
Natisha Hiedeman(40009925),Dana Evans(40009955),Alyssa Thomas(40009861),Maria Kliundikova(40009991),Michaela Onyenwere(40009979),A'ja Wilson(40009859)
Haley Jones(40009919),Chelsea Gray(40009883),Kamilla Cardoso(40009877),Natasha Mack(40009937),Satou Sabally(40009885),Jewell Loyd(40009941)
Sami Whitcomb(40009959),Veronica Burton(40009881),Breanna Stewart(40009869),Jessica Shepard(40009915),Michaela Onyenwere(40009979),Dearica Hamby(40009873)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Maddy Westbeld(40010003),Monique Billings(40009973),A'ja Wilson(40009859),Veronica Burton(40009881)
Veronica Burton(40009881),Jackie Young(40009871),Breanna Stewart(40009869),Janelle Salaun(40009905),Monique Billings(40009973),Rae Burrell(40009969)
Natisha Hiedeman(40009925),Rachel Banham(40009947),Iliana Rupert(40009921),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Veronica Burton(40009881)
Kahleah Copper(40009895),Veronica Burton(40009881),Jessica Shepard(40009915),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),NaLyssa Smith(40009965)
Veronica Burton(40009881),Dana Evans(40009955),Breanna Stewart(40009869),Kalani Brown(40010041),Kamilla Cardoso(40009877),Satou Sabally(40009885)
Paige Bueckers(40009875),Veronica Burton(40009881),Jessica Shepard(40009915),Jonquel Jones(40009899),Maddy Westbeld(40010003),Satou Sabally(40009885)
Kahleah Copper(40009895),Kaila Charles(40009935),Kamilla Cardoso(40009877),Natasha Mack(40009937),Rickea Jackson(40009929),Veronica Burton(40009881)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Maria Kliundikova(40009991),Natasha Mack(40009937),Veronica Burton(40009881)
Kaila Charles(40009935),Veronica Burton(40009881),Breanna Stewart(40009869),Kalani Brown(40010041),Maddy Westbeld(40010003),A'ja Wilson(40009859)
Natisha Hiedeman(40009925),Veronica Burton(40009881),Alyssa Thomas(40009861),Jonquel Jones(40009899),Michaela Onyenwere(40009979),Jewell Loyd(40009941)
Kahleah Copper(40009895),Kaila Charles(40009935),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),NaLyssa Smith(40009965),Veronica Burton(40009881)
Paige Bueckers(40009875),Sami Whitcomb(40009959),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),A'ja Wilson(40009859),Dana Evans(40009955)
Veronica Burton(40009881),Rae Burrell(40009969),Alyssa Thomas(40009861),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Maddy Westbeld(40010003)
Kaila Charles(40009935),Rachel Banham(40009947),Kalani Brown(40010041),A'ja Wilson(40009859),Azurá Stevens(40009893),Veronica Burton(40009881)
Haley Jones(40009919),Jewell Loyd(40009941),Breanna Stewart(40009869),Kathryn Westbeld(40010007),Natasha Mack(40009937),A'ja Wilson(40009859)
Kia Nurse(40009975),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),Satou Sabally(40009885)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Natasha Mack(40009937),Veronica Burton(40009881)
Haley Jones(40009919),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Jewell Loyd(40009941)
Kaila Charles(40009935),Natisha Hiedeman(40009925),Alyssa Thomas(40009861),Maria Kliundikova(40009991),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Haley Jones(40009919),Kahleah Copper(40009895),Myisha Hines Allen(40009901),A'ja Wilson(40009859),NaLyssa Smith(40009965),Kia Nurse(40009975)
Grace Berger(40009943),Kahleah Copper(40009895),Myisha Hines Allen(40009901),Satou Sabally(40009885),Temi Fagbenle(40009945),Veronica Burton(40009881)
Sami Whitcomb(40009959),Veronica Burton(40009881),Breanna Stewart(40009869),Maddy Westbeld(40010003),Dearica Hamby(40009873),Kelsey Plum(40009889)
Kahleah Copper(40009895),Kia Nurse(40009975),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Jackie Young(40009871)
Kaila Charles(40009935),Veronica Burton(40009881),Alyssa Thomas(40009861),Maddy Westbeld(40010003),Dearica Hamby(40009873),Dana Evans(40009955)
Kahleah Copper(40009895),Kaila Charles(40009935),Breanna Stewart(40009869),Janelle Salaun(40009905),Dearica Hamby(40009873),Kia Nurse(40009975)
Kaila Charles(40009935),Natisha Hiedeman(40009925),Kamilla Cardoso(40009877),Azurá Stevens(40009893),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Paige Bueckers(40009875)
Kia Nurse(40009975),Veronica Burton(40009881),Breanna Stewart(40009869),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Myisha Hines Allen(40009901)
Grace Berger(40009943),Kaila Charles(40009935),Jessica Shepard(40009915),Maria Kliundikova(40009991),A'ja Wilson(40009859),Paige Bueckers(40009875)
Grace Berger(40009943),Natisha Hiedeman(40009925),Kamilla Cardoso(40009877),Dearica Hamby(40009873),NaLyssa Smith(40009965),Veronica Burton(40009881)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Maddy Westbeld(40010003),Azurá Stevens(40009893),Veronica Burton(40009881)
Grace Berger(40009943),Veronica Burton(40009881),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Rae Burrell(40009969)
Kahleah Copper(40009895),Veronica Burton(40009881),Breanna Stewart(40009869),Jonquel Jones(40009899),Temi Fagbenle(40009945),Dana Evans(40009955)
Grace Berger(40009943),Veronica Burton(40009881),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Maddy Westbeld(40010003),Dearica Hamby(40009873)
Kia Nurse(40009975),Rachel Banham(40009947),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Veronica Burton(40009881)
Haley Jones(40009919),Kia Nurse(40009975),Breanna Stewart(40009869),Maddy Siegrist(40009887),Natasha Mack(40009937),Jackie Young(40009871)
Kahleah Copper(40009895),Kaila Charles(40009935),Alyssa Thomas(40009861),Kalani Brown(40010041),Kamilla Cardoso(40009877),Natasha Mack(40009937)
Kaila Charles(40009935),Veronica Burton(40009881),Satou Sabally(40009885),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),Dana Evans(40009955)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Breanna Stewart(40009869),Michaela Onyenwere(40009979),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kahleah Copper(40009895),Jackie Young(40009871),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Kalani Brown(40010041),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901)
Kahleah Copper(40009895),Rebecca Allen(40009989),Alyssa Thomas(40009861),Kalani Brown(40010041),Kamilla Cardoso(40009877),Veronica Burton(40009881)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Janelle Salaun(40009905),Satou Sabally(40009885),Dearica Hamby(40009873),Sami Whitcomb(40009959)
Kaila Charles(40009935),Kia Nurse(40009975),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Veronica Burton(40009881)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),Satou Sabally(40009885),Veronica Burton(40009881)
Kia Nurse(40009975),Sami Whitcomb(40009959),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),A'ja Wilson(40009859),Veronica Burton(40009881)
Grace Berger(40009943),Kahleah Copper(40009895),Azurá Stevens(40009893),Dearica Hamby(40009873),NaLyssa Smith(40009965),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Dana Evans(40009955)
Veronica Burton(40009881),Chelsea Gray(40009883),Jessica Shepard(40009915),Natasha Mack(40009937),NaLyssa Smith(40009965),Jackie Young(40009871)
Kia Nurse(40009975),Sami Whitcomb(40009959),Kalani Brown(40010041),Kamilla Cardoso(40009877),A'ja Wilson(40009859),Veronica Burton(40009881)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Myisha Hines Allen(40009901),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Dearica Hamby(40009873),Jewell Loyd(40009941)
Grace Berger(40009943),Veronica Burton(40009881),Janelle Salaun(40009905),Kamilla Cardoso(40009877),Monique Billings(40009973),Satou Sabally(40009885)
Grace Berger(40009943),Kahleah Copper(40009895),Kalani Brown(40010041),Kamilla Cardoso(40009877),Dearica Hamby(40009873),Veronica Burton(40009881)
Veronica Burton(40009881),Chelsea Gray(40009883),Jessica Shepard(40009915),Dearica Hamby(40009873),NaLyssa Smith(40009965),Jewell Loyd(40009941)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Natasha Mack(40009937),Azurá Stevens(40009893),Paige Bueckers(40009875)
Kahleah Copper(40009895),Natisha Hiedeman(40009925),Maddy Westbeld(40010003),Myisha Hines Allen(40009901),Natasha Mack(40009937),A'ja Wilson(40009859)
Kia Nurse(40009975),Natisha Hiedeman(40009925),Jonquel Jones(40009899),Azurá Stevens(40009893),Dearica Hamby(40009873),Veronica Burton(40009881)
Veronica Burton(40009881),Jewell Loyd(40009941),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Natasha Mack(40009937)
Jewell Loyd(40009941),Rae Burrell(40009969),Alyssa Thomas(40009861),Myisha Hines Allen(40009901),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Veronica Burton(40009881),Jewell Loyd(40009941),Kamilla Cardoso(40009877),Natasha Mack(40009937),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Kia Nurse(40009975),Sami Whitcomb(40009959),A'ja Wilson(40009859),Azurá Stevens(40009893),Dearica Hamby(40009873),Rae Burrell(40009969)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Kalani Brown(40010041),Myisha Hines Allen(40009901),Paige Bueckers(40009875)
Kahleah Copper(40009895),Kia Nurse(40009975),Jonquel Jones(40009899),Kalani Brown(40010041),A'ja Wilson(40009859),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Myisha Hines Allen(40009901),Natasha Mack(40009937),Satou Sabally(40009885),Jackie Young(40009871)
Veronica Burton(40009881),Jackie Young(40009871),Alyssa Thomas(40009861),Kalani Brown(40010041),Kathryn Westbeld(40010007),Myisha Hines Allen(40009901)
Natisha Hiedeman(40009925),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Cheyenne Parker Tyus(40010055),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Breanna Stewart(40009869),Myisha Hines Allen(40009901),Natasha Mack(40009937),Azurá Stevens(40009893)
Sami Whitcomb(40009959),Veronica Burton(40009881),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Cheyenne Parker Tyus(40010055),Dearica Hamby(40009873)
Kia Nurse(40009975),Jackie Young(40009871),Maddy Siegrist(40009887),Michaela Onyenwere(40009979),Satou Sabally(40009885),Dearica Hamby(40009873)
Haley Jones(40009919),Kaila Charles(40009935),Kamilla Cardoso(40009877),Monique Billings(40009973),A'ja Wilson(40009859),Sami Whitcomb(40009959)
Kaila Charles(40009935),Veronica Burton(40009881),Maria Kliundikova(40009991),Myisha Hines Allen(40009901),Temi Fagbenle(40009945),A'ja Wilson(40009859)
Veronica Burton(40009881),Dana Evans(40009955),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),Dearica Hamby(40009873),NaLyssa Smith(40009965)
Kahleah Copper(40009895),Veronica Burton(40009881),Kamilla Cardoso(40009877),Natasha Mack(40009937),Satou Sabally(40009885),Rae Burrell(40009969)
Haley Jones(40009919),Veronica Burton(40009881),Maddy Westbeld(40010003),A'ja Wilson(40009859),Cheyenne Parker Tyus(40010055),Jackie Young(40009871)
Kahleah Copper(40009895),Veronica Burton(40009881),Jessica Shepard(40009915),Maddy Westbeld(40010003),A'ja Wilson(40009859),NaLyssa Smith(40009965)
Kahleah Copper(40009895),Kia Nurse(40009975),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),NaLyssa Smith(40009965),Veronica Burton(40009881)
Veronica Burton(40009881),Jewell Loyd(40009941),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Monique Billings(40009973),A'ja Wilson(40009859)
Grace Berger(40009943),Kia Nurse(40009975),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),A'ja Wilson(40009859),Veronica Burton(40009881)
Kaila Charles(40009935),Veronica Burton(40009881),Kamilla Cardoso(40009877),Michaela Onyenwere(40009979),Satou Sabally(40009885),Azurá Stevens(40009893)
Kahleah Copper(40009895),Kaila Charles(40009935),Kamilla Cardoso(40009877),Maddy Siegrist(40009887),Myisha Hines Allen(40009901),Natasha Mack(40009937)
Haley Jones(40009919),Kia Nurse(40009975),Myisha Hines Allen(40009901),A'ja Wilson(40009859),Azurá Stevens(40009893),Sami Whitcomb(40009959)
Haley Jones(40009919),Kia Nurse(40009975),Alyssa Thomas(40009861),Satou Sabally(40009885),Dearica Hamby(40009873),Rebecca Allen(40009989)
Kaila Charles(40009935),Marine Johannes(40009987),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),A'ja Wilson(40009859),Veronica Burton(40009881)
Kia Nurse(40009975),Veronica Burton(40009881),Breanna Stewart(40009869),Maria Kliundikova(40009991),A'ja Wilson(40009859),Dana Evans(40009955)
Kahleah Copper(40009895),Veronica Burton(40009881),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Natasha Mack(40009937),Rae Burrell(40009969)
Kahleah Copper(40009895),Rebecca Allen(40009989),Jonquel Jones(40009899),Kamilla Cardoso(40009877),Natasha Mack(40009937),Dearica Hamby(40009873)
Kahleah Copper(40009895),Rebecca Allen(40009989),Jessica Shepard(40009915),Myisha Hines Allen(40009901),Dearica Hamby(40009873),Veronica Burton(40009881)
Sami Whitcomb(40009959),Veronica Burton(40009881),Jessica Shepard(40009915),Kamilla Cardoso(40009877),Monique Billings(40009973),Jackie Young(40009871)
Kahleah Copper(40009895),Rachel Banham(40009947),Kamilla Cardoso(40009877),Maddy Westbeld(40010003),Dearica Hamby(40009873),Veronica Burton(40009881)
Kia Nurse(40009975),Paige Bueckers(40009875),Myisha Hines Allen(40009901),A'ja Wilson(40009859),NaLyssa Smith(40009965),Jewell Loyd(40009941)
Veronica Burton(40009881),Rae Burrell(40009969),Kamilla Cardoso(40009877),Myisha Hines Allen(40009901),Natasha Mack(40009937),Satou Sabally(40009885)
Kahleah Copper(40009895),Kia Nurse(40009975),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Maria Kliundikova(40009991),Azurá Stevens(40009893)
Natisha Hiedeman(40009925),Sami Whitcomb(40009959),Alyssa Thomas(40009861),Kamilla Cardoso(40009877),Kathryn Westbeld(40010007),Veronica Burton(40009881)
